@RELATION banking_fraud

@ATTRIBUTE age NUMERIC
@ATTRIBUTE gender {Female,Male}
@ATTRIBUTE occupation {Business,Retired,Salaried,Self_Employed,Student}
@ATTRIBUTE account_type {Current,Savings}
@ATTRIBUTE account_balance NUMERIC
@ATTRIBUTE transaction_type {Cash_Withdrawal,Deposit,Payment,Transfer}
@ATTRIBUTE payment_method {Card,Cash,Net_Banking,UPI,Wallet}
@ATTRIBUTE channel {ATM,Branch,Mobile,Web}
@ATTRIBUTE amount NUMERIC
@ATTRIBUTE transaction_hour NUMERIC
@ATTRIBUTE age_band {Adult,Elderly,Middle_Aged,Senior,Young}
@ATTRIBUTE fraud {0,1}

@DATA
24,Male,Business,Savings,31835.07,Cash_Withdrawal,Card,Web,114.85,4,Young,0
35,Male,Salaried,Savings,24421.78,Cash_Withdrawal,UPI,ATM,955.58,16,Adult,0
44,Male,Retired,Savings,71188.47,Transfer,UPI,Web,501.29,9,Middle_Aged,0
51,Male,Self_Employed,Current,33518.29,Transfer,Card,ATM,381.42,20,Senior,0
44,Female,Salaried,Current,17463.12,Cash_Withdrawal,Card,Mobile,1206.96,16,Middle_Aged,0
34,Female,Self_Employed,Savings,8880.15,Payment,Net_Banking,Branch,743.42,8,Adult,0
60,Male,Self_Employed,Savings,25889.39,Transfer,Card,Branch,1543.03,12,Senior,0
61,Female,Retired,Savings,25963.58,Transfer,Net_Banking,Web,573.17,9,Senior,0
68,Female,Business,Current,21807.98,Transfer,UPI,Mobile,920.02,7,Elderly,0
71,Male,Student,Savings,50024.04,Transfer,Wallet,Mobile,12819.01,6,Elderly,0
41,Female,Business,Savings,8899.74,Cash_Withdrawal,UPI,Branch,2044.89,1,Middle_Aged,0
42,Male,Business,Savings,14617.35,Payment,Cash,Web,470.56,1,Middle_Aged,0
24,Female,Business,Savings,28066.56,Deposit,Card,Mobile,3787.39,3,Young,0
69,Male,Salaried,Current,17195.34,Cash_Withdrawal,Card,Mobile,5158.54,8,Elderly,0
23,Female,Self_Employed,Savings,20224.15,Payment,UPI,Branch,1995.56,13,Young,0
70,Female,Retired,Current,25637.18,Payment,UPI,Branch,501.72,23,Elderly,0
41,Male,Salaried,Savings,46572.8,Payment,Cash,Web,3080.91,10,Middle_Aged,0
50,Male,Student,Current,24823.38,Payment,Card,Web,615.66,20,Middle_Aged,0
66,Male,Salaried,Current,5565.0,Transfer,Wallet,ATM,4233.76,6,Elderly,0
46,Male,Self_Employed,Savings,16610.04,Payment,UPI,Web,861.85,18,Middle_Aged,0
60,Female,Business,Savings,39999.71,Cash_Withdrawal,Wallet,Web,829.22,3,Senior,0
39,Female,Business,Savings,49520.35,Payment,UPI,ATM,1852.07,1,Middle_Aged,0
43,Male,Salaried,Savings,51755.52,Transfer,UPI,Web,4492.95,22,Middle_Aged,0
45,Female,Business,Current,64922.02,Cash_Withdrawal,UPI,Branch,11710.23,21,Middle_Aged,0
67,Male,Salaried,Savings,29576.93,Transfer,Net_Banking,Mobile,1126.66,20,Elderly,0
38,Male,Salaried,Current,33207.53,Transfer,Card,Web,728.02,22,Middle_Aged,0
66,Female,Self_Employed,Savings,11954.62,Payment,UPI,Web,482.67,18,Elderly,0
24,Female,Retired,Savings,4723.66,Cash_Withdrawal,UPI,Mobile,249.17,20,Young,0
34,Male,Retired,Savings,8655.36,Payment,UPI,Web,401.0,17,Adult,0
37,Male,Retired,Savings,15344.77,Cash_Withdrawal,Card,Mobile,1388.03,20,Middle_Aged,0
58,Male,Salaried,Savings,9065.55,Transfer,UPI,Web,3148.41,6,Senior,0
66,Female,Salaried,Current,21282.88,Payment,Cash,Mobile,444.19,10,Elderly,0
37,Female,Business,Savings,18589.08,Transfer,Cash,Web,2409.4,9,Middle_Aged,0
71,Female,Self_Employed,Current,56968.95,Deposit,Net_Banking,Mobile,463.17,10,Elderly,0
39,Female,Salaried,Savings,12390.57,Cash_Withdrawal,Card,ATM,523.04,22,Middle_Aged,0
45,Male,Salaried,Savings,30105.57,Transfer,UPI,Mobile,376.32,8,Middle_Aged,0
57,Male,Salaried,Current,19229.21,Payment,Wallet,Mobile,4154.05,2,Senior,0
66,Male,Business,Current,12024.93,Payment,Card,ATM,5466.56,23,Elderly,0
24,Male,Salaried,Savings,15030.41,Payment,Card,ATM,528.95,4,Young,0
18,Male,Salaried,Current,5213.42,Cash_Withdrawal,Net_Banking,Web,488.27,22,Young,0
49,Male,Student,Savings,48956.01,Deposit,UPI,Branch,2043.81,0,Middle_Aged,0
30,Female,Salaried,Savings,82603.64,Cash_Withdrawal,Card,Branch,6173.56,0,Adult,0
47,Female,Self_Employed,Savings,21720.83,Deposit,UPI,Branch,5507.79,19,Middle_Aged,0
40,Male,Salaried,Current,27536.0,Deposit,UPI,Web,746.16,4,Middle_Aged,0
68,Male,Business,Savings,21233.04,Deposit,UPI,ATM,912.74,18,Elderly,0
73,Female,Business,Savings,13959.66,Transfer,UPI,Web,320.04,5,Elderly,0
36,Female,Self_Employed,Savings,47283.77,Deposit,Card,Web,737.79,2,Middle_Aged,0
49,Female,Salaried,Savings,34726.37,Transfer,Net_Banking,ATM,1207.89,20,Middle_Aged,0
47,Female,Retired,Savings,2618.33,Payment,Card,Web,284.36,12,Middle_Aged,0
46,Male,Business,Savings,11758.26,Transfer,Cash,Mobile,635.88,16,Middle_Aged,0
66,Male,Retired,Savings,5205.92,Payment,Card,Branch,1369.52,2,Elderly,0
62,Male,Self_Employed,Savings,93370.57,Payment,Net_Banking,Web,239.85,22,Senior,0
46,Male,Salaried,Savings,23447.92,Deposit,Net_Banking,Branch,1752.96,2,Middle_Aged,0
47,Male,Student,Savings,32616.1,Cash_Withdrawal,Net_Banking,ATM,3042.38,20,Middle_Aged,0
33,Female,Salaried,Savings,20279.46,Cash_Withdrawal,Net_Banking,ATM,1939.2,22,Adult,0
57,Male,Salaried,Savings,65000.96,Deposit,UPI,Branch,667.28,12,Senior,0
36,Female,Salaried,Current,53560.34,Payment,Card,ATM,3540.41,1,Middle_Aged,0
35,Male,Salaried,Savings,22643.24,Payment,Card,Mobile,4391.59,2,Adult,0
18,Male,Salaried,Savings,106339.75,Payment,Card,Web,1506.87,19,Young,0
31,Male,Student,Savings,31202.53,Cash_Withdrawal,Card,Branch,1272.88,15,Adult,0
68,Male,Salaried,Current,8365.74,Payment,UPI,Mobile,590.1,20,Elderly,0
64,Male,Salaried,Current,29144.31,Deposit,UPI,ATM,730.2,11,Senior,0
67,Female,Student,Savings,40698.74,Payment,Net_Banking,Mobile,3204.06,8,Elderly,0
19,Female,Salaried,Savings,24183.36,Cash_Withdrawal,Cash,Mobile,6970.11,15,Young,0
71,Female,Salaried,Savings,19357.08,Cash_Withdrawal,UPI,Mobile,724.17,3,Elderly,1
45,Male,Salaried,Savings,110358.46,Deposit,UPI,Branch,923.99,19,Middle_Aged,0
66,Male,Self_Employed,Savings,10418.2,Payment,Cash,Web,574.08,17,Elderly,0
67,Female,Salaried,Savings,2948.43,Deposit,Card,Branch,712.79,0,Elderly,0
47,Male,Salaried,Current,98247.32,Cash_Withdrawal,Card,ATM,311.69,6,Middle_Aged,0
55,Male,Salaried,Savings,10088.61,Payment,UPI,Web,1684.4,19,Senior,0
68,Female,Self_Employed,Savings,21390.57,Payment,UPI,Branch,308.55,11,Elderly,0
21,Male,Self_Employed,Savings,19891.63,Cash_Withdrawal,Card,Web,633.81,7,Young,0
18,Female,Self_Employed,Savings,72070.41,Payment,Cash,ATM,1031.61,7,Young,0
25,Male,Business,Savings,84785.95,Deposit,UPI,Branch,294.7,23,Young,0
46,Female,Salaried,Savings,9567.24,Deposit,UPI,Mobile,505.8,21,Middle_Aged,0
72,Male,Salaried,Savings,79660.39,Transfer,Cash,Web,355.9,8,Elderly,0
56,Male,Student,Savings,78490.14,Transfer,Net_Banking,ATM,3293.19,13,Senior,0
20,Female,Retired,Savings,27323.0,Transfer,UPI,Web,4558.16,19,Young,0
49,Male,Business,Savings,56728.62,Transfer,Cash,Branch,498.04,4,Middle_Aged,0
27,Male,Business,Savings,61467.51,Transfer,Wallet,Mobile,17384.16,19,Adult,1
27,Female,Salaried,Savings,21983.73,Payment,Net_Banking,Mobile,430.94,20,Adult,0
36,Male,Self_Employed,Savings,23716.99,Payment,Net_Banking,ATM,718.19,1,Middle_Aged,0
63,Female,Salaried,Savings,43107.94,Transfer,Cash,Mobile,1795.28,20,Senior,0
51,Male,Student,Savings,7311.33,Cash_Withdrawal,UPI,Mobile,1972.96,9,Senior,0
50,Male,Salaried,Savings,20271.16,Transfer,Cash,Web,797.1,23,Middle_Aged,0
40,Male,Business,Savings,10298.08,Payment,Cash,ATM,3275.56,8,Middle_Aged,0
72,Male,Salaried,Savings,84024.4,Transfer,Card,ATM,3636.27,6,Elderly,0
45,Female,Self_Employed,Savings,20081.09,Transfer,Card,Mobile,1088.25,22,Middle_Aged,0
49,Male,Student,Current,33560.3,Deposit,Cash,Mobile,943.78,21,Middle_Aged,0
67,Female,Salaried,Savings,22590.18,Transfer,Wallet,Web,595.53,17,Elderly,0
24,Male,Salaried,Savings,21444.27,Deposit,UPI,Web,387.51,11,Young,0
46,Male,Salaried,Savings,31849.37,Payment,UPI,Branch,492.52,10,Middle_Aged,0
25,Male,Self_Employed,Savings,14995.19,Transfer,Cash,Mobile,1890.38,9,Young,0
18,Male,Self_Employed,Current,22953.23,Deposit,UPI,Mobile,1097.4,12,Young,0
74,Female,Business,Savings,22818.47,Transfer,Card,Mobile,859.02,8,Elderly,0
72,Female,Self_Employed,Current,19176.25,Payment,UPI,ATM,619.54,15,Elderly,0
20,Female,Business,Savings,36785.0,Deposit,Card,Mobile,633.08,20,Young,0
41,Female,Salaried,Savings,18814.88,Transfer,Cash,Web,1048.22,21,Middle_Aged,0
40,Male,Business,Current,97625.3,Transfer,UPI,ATM,968.63,16,Middle_Aged,0
25,Female,Salaried,Savings,44496.74,Payment,UPI,ATM,1095.49,4,Young,0
71,Female,Salaried,Savings,9141.25,Cash_Withdrawal,UPI,Web,703.02,5,Elderly,0
74,Male,Student,Savings,41802.12,Transfer,Card,Web,560.7,9,Elderly,0
64,Male,Business,Savings,15497.22,Payment,Cash,Mobile,1105.91,10,Senior,0
54,Male,Business,Savings,29987.99,Payment,Card,Web,2100.22,1,Senior,0
20,Male,Salaried,Savings,14988.58,Transfer,Card,Branch,659.45,6,Young,0
68,Female,Business,Savings,4649.32,Payment,Card,Mobile,100.75,13,Elderly,0
50,Female,Self_Employed,Current,26439.47,Transfer,UPI,Mobile,279.37,3,Middle_Aged,1
45,Male,Student,Current,8539.58,Transfer,Net_Banking,ATM,3210.72,4,Middle_Aged,0
64,Male,Salaried,Savings,37638.11,Transfer,UPI,Web,2962.35,18,Senior,0
25,Male,Self_Employed,Savings,30940.7,Cash_Withdrawal,Net_Banking,Mobile,2093.85,20,Young,0
51,Female,Salaried,Savings,16595.59,Transfer,Card,Branch,1831.08,19,Senior,0
52,Female,Business,Savings,115893.81,Transfer,Card,Web,3034.22,9,Senior,0
49,Male,Student,Current,9982.31,Payment,Cash,Mobile,778.09,5,Middle_Aged,0
41,Male,Salaried,Savings,16326.26,Payment,Net_Banking,ATM,1260.06,1,Middle_Aged,0
31,Female,Business,Savings,10975.78,Transfer,Net_Banking,Mobile,506.86,2,Adult,0
49,Male,Business,Current,137730.32,Deposit,Card,Mobile,920.27,14,Middle_Aged,0
73,Male,Self_Employed,Current,79363.62,Cash_Withdrawal,UPI,Branch,7304.59,9,Elderly,0
63,Female,Self_Employed,Savings,8623.98,Deposit,Net_Banking,Mobile,479.8,16,Senior,0
60,Male,Self_Employed,Savings,13898.49,Transfer,UPI,Mobile,342.01,6,Senior,0
33,Female,Business,Savings,14280.83,Deposit,Net_Banking,Mobile,903.58,1,Adult,0
21,Male,Student,Current,17316.56,Transfer,Cash,ATM,735.18,6,Young,0
69,Male,Salaried,Savings,11681.66,Transfer,Net_Banking,Mobile,1430.79,14,Elderly,0
54,Female,Student,Savings,16570.83,Payment,Net_Banking,ATM,2423.26,2,Senior,0
71,Female,Self_Employed,Savings,60107.98,Payment,UPI,Web,754.06,4,Elderly,0
38,Male,Salaried,Savings,127711.6,Payment,Cash,Mobile,9016.2,21,Middle_Aged,0
31,Female,Salaried,Savings,7820.33,Deposit,UPI,Mobile,3754.45,7,Adult,0
48,Male,Salaried,Current,11697.31,Transfer,UPI,Web,511.05,3,Middle_Aged,1
72,Male,Self_Employed,Current,31915.52,Cash_Withdrawal,Card,ATM,1013.24,17,Elderly,0
65,Female,Self_Employed,Current,7598.87,Cash_Withdrawal,UPI,Mobile,1860.13,18,Senior,0
35,Male,Salaried,Savings,32582.99,Cash_Withdrawal,Cash,Mobile,478.71,7,Adult,0
24,Male,Self_Employed,Current,41443.33,Cash_Withdrawal,Wallet,Mobile,139.12,22,Young,0
27,Female,Salaried,Current,47123.26,Cash_Withdrawal,Card,Branch,7550.57,5,Adult,0
24,Female,Salaried,Savings,40526.67,Cash_Withdrawal,UPI,ATM,362.49,4,Young,0
50,Male,Self_Employed,Savings,17532.32,Cash_Withdrawal,Net_Banking,Web,2571.96,4,Middle_Aged,0
40,Female,Salaried,Savings,23264.05,Transfer,Net_Banking,Mobile,2209.3,16,Middle_Aged,0
38,Female,Retired,Current,10471.14,Payment,Cash,Mobile,485.0,5,Middle_Aged,0
36,Female,Salaried,Savings,39006.01,Payment,Cash,Web,7784.61,12,Middle_Aged,0
65,Female,Student,Current,97021.53,Cash_Withdrawal,Net_Banking,ATM,1169.8,8,Senior,0
36,Male,Self_Employed,Savings,38939.36,Transfer,UPI,Web,1258.62,23,Middle_Aged,0
53,Male,Student,Savings,15428.93,Payment,Net_Banking,ATM,235.51,11,Senior,0
46,Male,Retired,Savings,59625.19,Cash_Withdrawal,Net_Banking,Mobile,132.69,9,Middle_Aged,0
35,Female,Retired,Savings,178530.97,Payment,Net_Banking,Web,860.42,0,Adult,0
19,Female,Salaried,Savings,32680.04,Transfer,UPI,ATM,4012.87,10,Young,0
18,Female,Salaried,Current,41922.51,Payment,Net_Banking,Web,170.4,5,Young,0
64,Female,Salaried,Savings,46265.92,Payment,Card,ATM,1268.2,2,Senior,0
22,Female,Salaried,Savings,7453.46,Transfer,Card,Web,1189.88,5,Young,0
37,Female,Student,Savings,19362.67,Transfer,Net_Banking,Mobile,3793.44,8,Middle_Aged,0
28,Female,Salaried,Savings,17834.8,Cash_Withdrawal,UPI,Web,3030.49,21,Adult,0
59,Male,Salaried,Savings,52464.57,Cash_Withdrawal,Card,Branch,1261.78,7,Senior,0
19,Male,Salaried,Savings,47795.91,Transfer,Net_Banking,Mobile,998.68,14,Young,0
20,Female,Retired,Current,24426.18,Cash_Withdrawal,Net_Banking,Mobile,533.86,21,Young,0
40,Female,Self_Employed,Savings,16998.79,Cash_Withdrawal,Net_Banking,Branch,348.82,5,Middle_Aged,0
72,Female,Business,Savings,6979.43,Deposit,UPI,ATM,586.16,22,Elderly,0
29,Male,Salaried,Savings,26573.51,Payment,Cash,Web,362.56,10,Adult,0
37,Male,Self_Employed,Savings,12535.82,Cash_Withdrawal,UPI,Branch,987.22,9,Middle_Aged,0
22,Female,Salaried,Current,11352.56,Deposit,Net_Banking,Web,1059.2,10,Young,0
54,Female,Business,Savings,56444.61,Transfer,UPI,ATM,833.24,3,Senior,0
55,Male,Retired,Current,51923.97,Transfer,Cash,ATM,1223.35,12,Senior,0
47,Male,Salaried,Savings,18199.05,Cash_Withdrawal,Card,Mobile,692.85,7,Middle_Aged,0
26,Male,Business,Savings,7667.64,Payment,Wallet,Mobile,2544.43,19,Adult,0
51,Male,Self_Employed,Current,13895.92,Transfer,Card,ATM,1378.45,14,Senior,0
70,Female,Self_Employed,Savings,59551.88,Transfer,Cash,Web,675.85,6,Elderly,0
61,Male,Business,Savings,39111.62,Cash_Withdrawal,Card,Mobile,341.54,0,Senior,0
52,Male,Salaried,Savings,18445.14,Transfer,Cash,Branch,1010.72,8,Senior,0
69,Female,Salaried,Current,28197.89,Payment,Card,Web,3432.86,22,Elderly,0
39,Male,Student,Savings,5116.07,Cash_Withdrawal,UPI,Branch,1977.21,7,Middle_Aged,0
61,Male,Self_Employed,Savings,4815.43,Deposit,Cash,Mobile,2340.62,1,Senior,0
41,Male,Student,Savings,130836.17,Cash_Withdrawal,Net_Banking,Mobile,2262.1,13,Middle_Aged,0
34,Female,Self_Employed,Savings,40344.93,Payment,UPI,Mobile,3698.42,11,Adult,0
27,Male,Student,Current,26938.98,Cash_Withdrawal,UPI,Mobile,2597.0,22,Adult,0
47,Female,Salaried,Savings,19583.35,Payment,Cash,Web,1272.92,16,Middle_Aged,0
73,Female,Salaried,Savings,6571.73,Deposit,Net_Banking,Web,729.91,18,Elderly,0
63,Male,Business,Current,59549.98,Transfer,UPI,ATM,2633.25,5,Senior,0
40,Male,Salaried,Savings,10834.48,Transfer,Net_Banking,Mobile,97.6,20,Middle_Aged,0
49,Male,Salaried,Savings,47256.53,Cash_Withdrawal,Net_Banking,Mobile,3894.78,4,Middle_Aged,0
34,Male,Salaried,Savings,29899.61,Transfer,UPI,Web,2186.4,5,Adult,0
67,Female,Salaried,Savings,25805.02,Deposit,UPI,Branch,5645.42,2,Elderly,0
68,Male,Student,Savings,9491.07,Cash_Withdrawal,Cash,ATM,357.96,15,Elderly,0
34,Male,Self_Employed,Savings,9592.72,Payment,Wallet,Mobile,3505.29,17,Adult,0
31,Male,Salaried,Savings,36751.98,Cash_Withdrawal,Cash,Branch,2129.33,13,Adult,0
26,Female,Student,Savings,28663.32,Transfer,Card,Mobile,597.37,14,Adult,1
57,Male,Self_Employed,Savings,27937.74,Deposit,UPI,Web,956.85,3,Senior,0
19,Male,Retired,Savings,33820.87,Cash_Withdrawal,Card,ATM,892.23,10,Young,0
62,Female,Business,Savings,5713.6,Transfer,Cash,Mobile,761.3,4,Senior,0
42,Female,Salaried,Current,60603.93,Transfer,UPI,Mobile,284.68,8,Middle_Aged,0
56,Male,Self_Employed,Savings,20237.25,Deposit,Card,Web,3548.7,4,Senior,0
26,Male,Retired,Savings,68577.24,Transfer,UPI,Mobile,425.67,6,Adult,0
71,Male,Self_Employed,Savings,5395.61,Deposit,Card,Mobile,383.85,17,Elderly,0
39,Male,Salaried,Current,42413.45,Payment,UPI,Mobile,3637.91,17,Middle_Aged,1
60,Male,Business,Current,42094.12,Deposit,UPI,Mobile,269.7,19,Senior,0
63,Female,Business,Savings,8193.48,Deposit,Net_Banking,Branch,810.27,23,Senior,0
21,Female,Salaried,Savings,16132.56,Payment,UPI,Web,405.75,1,Young,0
43,Male,Salaried,Savings,11526.39,Cash_Withdrawal,Card,ATM,5634.87,22,Middle_Aged,0
46,Male,Self_Employed,Savings,53667.89,Deposit,UPI,Branch,3441.82,12,Middle_Aged,0
62,Female,Business,Savings,34444.71,Deposit,UPI,ATM,482.18,12,Senior,0
51,Male,Salaried,Current,96672.0,Payment,Card,Mobile,404.62,16,Senior,0
40,Male,Business,Savings,31645.88,Payment,UPI,Web,2361.94,21,Middle_Aged,0
54,Male,Student,Savings,48329.4,Payment,UPI,ATM,1691.46,16,Senior,0
28,Male,Salaried,Savings,68707.15,Transfer,Net_Banking,ATM,769.64,5,Adult,0
23,Male,Self_Employed,Savings,41920.97,Transfer,UPI,Mobile,701.66,13,Young,0
35,Female,Salaried,Current,19784.49,Transfer,UPI,Web,867.94,20,Adult,0
38,Male,Salaried,Current,17047.6,Deposit,Net_Banking,Mobile,2702.5,13,Middle_Aged,0
59,Male,Retired,Savings,25240.71,Payment,UPI,Mobile,5274.86,11,Senior,0
53,Male,Salaried,Savings,50882.13,Cash_Withdrawal,Cash,Web,6786.71,4,Senior,0
58,Female,Salaried,Savings,14575.79,Deposit,UPI,Web,526.13,4,Senior,0
55,Female,Retired,Savings,45329.93,Payment,UPI,Web,1162.14,3,Senior,0
51,Female,Business,Savings,34825.52,Payment,Card,Mobile,4202.83,22,Senior,0
34,Female,Business,Savings,9870.99,Cash_Withdrawal,Wallet,ATM,459.18,12,Adult,0
54,Male,Self_Employed,Current,43600.69,Cash_Withdrawal,UPI,ATM,554.42,3,Senior,0
42,Female,Student,Savings,30137.84,Transfer,Card,Web,2432.98,17,Middle_Aged,0
55,Male,Business,Current,17319.37,Transfer,UPI,Web,686.3,15,Senior,0
29,Male,Salaried,Savings,29790.44,Transfer,UPI,Branch,250.78,17,Adult,0
40,Female,Self_Employed,Current,17866.44,Deposit,Net_Banking,ATM,479.66,1,Middle_Aged,0
70,Female,Salaried,Savings,32798.49,Payment,UPI,ATM,2952.18,22,Elderly,0
59,Female,Business,Savings,23520.6,Deposit,Net_Banking,ATM,1406.74,3,Senior,0
39,Female,Salaried,Savings,7911.4,Transfer,UPI,ATM,229.93,19,Middle_Aged,0
38,Female,Salaried,Current,24090.47,Transfer,Net_Banking,Mobile,596.49,16,Middle_Aged,0
44,Male,Self_Employed,Savings,18879.9,Cash_Withdrawal,Card,Branch,6786.73,19,Middle_Aged,0
74,Female,Business,Savings,44733.1,Cash_Withdrawal,Net_Banking,Mobile,1023.02,5,Elderly,0
48,Female,Business,Savings,54383.43,Payment,UPI,Mobile,859.72,17,Middle_Aged,0
23,Female,Salaried,Savings,17904.34,Payment,Net_Banking,Web,1105.67,19,Young,0
44,Male,Salaried,Savings,14306.71,Cash_Withdrawal,Cash,ATM,1346.32,6,Middle_Aged,0
57,Female,Business,Current,7015.5,Payment,Card,Web,741.88,12,Senior,0
51,Male,Self_Employed,Savings,14027.43,Cash_Withdrawal,Net_Banking,Web,4190.35,8,Senior,0
29,Female,Business,Savings,20772.49,Transfer,Cash,ATM,684.74,1,Adult,0
62,Female,Self_Employed,Savings,9215.01,Cash_Withdrawal,Net_Banking,Web,2962.43,7,Senior,0
74,Male,Self_Employed,Savings,54968.15,Payment,Card,Mobile,6784.83,13,Elderly,0
70,Female,Salaried,Savings,33180.9,Cash_Withdrawal,Card,ATM,1599.94,21,Elderly,0
24,Male,Business,Savings,24432.43,Transfer,Net_Banking,Mobile,384.66,23,Young,0
27,Male,Self_Employed,Savings,26546.76,Payment,UPI,Mobile,1323.77,17,Adult,0
62,Male,Business,Savings,34366.45,Cash_Withdrawal,Card,Mobile,624.05,0,Senior,0
34,Female,Self_Employed,Current,44644.03,Transfer,Wallet,Mobile,2692.11,22,Adult,0
43,Female,Business,Savings,51390.37,Cash_Withdrawal,Card,Mobile,1349.17,8,Middle_Aged,0
38,Female,Salaried,Savings,21008.77,Payment,UPI,Mobile,973.55,8,Middle_Aged,0
45,Male,Salaried,Current,24015.44,Deposit,Card,Web,400.07,1,Middle_Aged,0
63,Female,Salaried,Savings,30895.82,Transfer,Net_Banking,Branch,170.56,15,Senior,0
19,Male,Retired,Savings,23243.74,Payment,Wallet,Web,487.1,3,Young,0
71,Female,Business,Savings,54060.22,Deposit,Wallet,Mobile,2102.84,12,Elderly,0
60,Male,Salaried,Current,71815.67,Cash_Withdrawal,Cash,Web,3578.86,16,Senior,0
18,Male,Retired,Savings,35428.03,Transfer,Card,Web,804.24,10,Young,0
68,Male,Business,Savings,13009.65,Payment,UPI,ATM,426.37,22,Elderly,0
70,Female,Salaried,Savings,40405.49,Payment,UPI,Mobile,1325.74,1,Elderly,1
53,Male,Self_Employed,Savings,36569.11,Cash_Withdrawal,UPI,Web,2183.1,3,Senior,1
68,Male,Business,Savings,12165.59,Transfer,UPI,Web,2385.57,11,Elderly,0
43,Male,Salaried,Savings,36536.97,Payment,Net_Banking,Branch,1332.14,1,Middle_Aged,0
46,Male,Salaried,Savings,17407.35,Payment,Net_Banking,Web,8693.04,0,Middle_Aged,0
38,Male,Salaried,Savings,48867.85,Transfer,Card,Branch,3900.59,22,Middle_Aged,0
28,Male,Salaried,Savings,40143.52,Deposit,Wallet,ATM,322.86,5,Adult,0
57,Female,Salaried,Savings,32157.12,Deposit,Wallet,Mobile,252.78,15,Senior,0
28,Female,Salaried,Savings,27745.73,Cash_Withdrawal,Cash,Branch,354.13,1,Adult,0
53,Male,Salaried,Savings,4881.96,Payment,Card,Mobile,3527.56,13,Senior,0
66,Female,Salaried,Current,10184.07,Cash_Withdrawal,UPI,ATM,198.49,19,Elderly,0
56,Female,Student,Savings,24230.3,Transfer,Card,Mobile,1732.91,11,Senior,0
57,Male,Business,Savings,90717.62,Transfer,UPI,Web,925.19,18,Senior,0
52,Male,Self_Employed,Current,42266.28,Deposit,Card,ATM,315.83,2,Senior,0
71,Male,Business,Savings,114833.33,Deposit,Net_Banking,Web,1406.48,18,Elderly,0
51,Female,Salaried,Savings,28749.91,Transfer,UPI,ATM,919.25,10,Senior,0
72,Male,Student,Savings,26247.33,Transfer,UPI,Mobile,2457.59,3,Elderly,1
64,Female,Salaried,Savings,84128.46,Deposit,Card,Branch,215.51,16,Senior,0
41,Male,Salaried,Current,23685.74,Transfer,Cash,ATM,448.74,16,Middle_Aged,0
71,Female,Salaried,Current,12219.94,Payment,UPI,ATM,457.81,6,Elderly,0
39,Male,Salaried,Savings,34662.14,Payment,UPI,Mobile,2125.25,4,Middle_Aged,1
22,Male,Salaried,Savings,66039.69,Transfer,Wallet,Mobile,864.69,18,Young,0
73,Female,Self_Employed,Savings,13894.41,Payment,UPI,Mobile,3571.7,20,Elderly,0
50,Female,Salaried,Savings,43098.13,Transfer,Net_Banking,Mobile,735.98,18,Middle_Aged,0
53,Female,Salaried,Current,24969.51,Transfer,Card,Branch,1367.38,8,Senior,0
64,Female,Self_Employed,Current,38602.79,Payment,Card,Mobile,4837.92,16,Senior,0
37,Female,Salaried,Savings,34572.96,Transfer,UPI,Mobile,186.25,8,Middle_Aged,0
36,Female,Student,Savings,19313.44,Cash_Withdrawal,Net_Banking,Mobile,1128.9,13,Middle_Aged,0
52,Male,Business,Savings,24712.14,Payment,Net_Banking,Mobile,1062.55,4,Senior,0
69,Female,Business,Savings,20280.55,Payment,UPI,ATM,498.78,21,Elderly,0
60,Male,Business,Current,29584.28,Transfer,UPI,Web,930.89,1,Senior,1
34,Male,Salaried,Savings,13672.23,Payment,UPI,Branch,1498.44,23,Adult,0
62,Female,Salaried,Current,16553.16,Deposit,Net_Banking,Mobile,519.96,14,Senior,0
60,Male,Salaried,Savings,19318.76,Deposit,Card,Web,1159.11,15,Senior,0
51,Female,Student,Savings,36804.02,Transfer,UPI,ATM,395.55,18,Senior,0
26,Female,Self_Employed,Savings,8669.56,Deposit,UPI,Web,893.99,0,Adult,0
43,Male,Business,Savings,24693.52,Payment,Card,Mobile,2775.82,22,Middle_Aged,0
19,Male,Salaried,Savings,15266.75,Cash_Withdrawal,Net_Banking,Mobile,2908.79,11,Young,0
70,Female,Business,Current,19358.18,Cash_Withdrawal,Cash,Mobile,3543.14,18,Elderly,0
26,Female,Salaried,Savings,15864.9,Transfer,UPI,ATM,990.65,19,Adult,0
26,Male,Self_Employed,Savings,31434.38,Transfer,UPI,Web,790.98,14,Adult,0
57,Male,Student,Savings,23725.59,Cash_Withdrawal,Card,Mobile,2293.78,4,Senior,0
34,Male,Student,Savings,47538.17,Payment,UPI,Mobile,3522.33,0,Adult,1
18,Male,Salaried,Savings,37100.48,Transfer,Net_Banking,Branch,1192.06,10,Young,0
42,Female,Business,Current,7866.46,Cash_Withdrawal,Card,ATM,4974.92,8,Middle_Aged,0
60,Female,Business,Savings,12481.47,Deposit,UPI,Web,2231.85,6,Senior,0
57,Female,Student,Savings,23423.95,Payment,Card,Mobile,619.55,1,Senior,0
59,Female,Salaried,Savings,25994.8,Transfer,Cash,Mobile,699.26,16,Senior,0
42,Male,Salaried,Savings,13394.18,Cash_Withdrawal,Card,Mobile,1053.13,15,Middle_Aged,0
56,Male,Salaried,Savings,76357.34,Cash_Withdrawal,Net_Banking,Mobile,228.05,15,Senior,0
